NPSN,Nama,Jenjang,Kecamatan,Kabupaten,Provinsi,URL,Pimpinan Yayasan,Operator Yayasan,Telepon Yayasan,Fax Yayasan,Email Yayasan,Kode Pos Yayasan,No Pendirian Yayasan,Tanggal Pendirian Yayasan,No Pengesahan PN LN Yayasan,No Pengesahan Menkumham Yayasan,Tanggal Pengesahan Menkumham Yayasan,Nama Yayasan,Kode Yayasan
20244694,SMKS SUNAN GUNUNG JATI BABAKAN,SMK,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/39ED8AD6-32B8-47BC-BE1A-F06605D3D9F1,Drs. H.DIDI TARSIDIK,"RITA HARTONO, SE",0231664096,45191,smk.sgj@yahoo.com,45191,4,03 Feb 2012,AHU-1377 AH.01.04 Tahun 2012,AHU-1377 AH.01.04 Tahun 2012,2012-03-21,YAYASAN PENDIDIKAN ISLAM SUNAN GUNUNG JATI BABAKAN,AD5158
69870460,KB NUR AULIA,KB,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9F5992FD-B4B0-4C55-9A10-3FB5B9ADD4C7,"JAMILAH, Ama.Pd",,Belum Tersedia,45191,KoberNurAulia@gmail.com,45191,,24 Feb 2013,,,2013-02-24,NUR AULIA,AD5159
69870397,TK AS-SAFFA,TK,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0351BFDC-4BD7-4630-9790-652C54304BA1,"Lukman Hakim, S.Pd.MM",LUKMAN HAKIM,1,45191,assaffakudukeras@gmail.com,45191,76,17 Jan 2011,2,3,2015-06-15,Yayasan As-Saffa,AD5160
P9952706,PKBM AMANAH,PKBM,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/87905A89-2271-45B7-B729-74CA91A9A2DD,"Lukman Hakim, S.Pd.MM",LUKMAN HAKIM,1,45191,assaffakudukeras@gmail.com,45191,76,17 Jan 2011,2,3,2015-06-15,Yayasan As-Saffa,AD5160
69870466,KB BAHRUL ILMI,KB,Kec. Gebang,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E12A9109-6E09-4906-8074-DD33199C36C8,"ABDUL HALIM, S.AP",wawan,-,45191,,45191,23,16 Jun 2016,,,,SUPRIHARTINI,AD5161
69877938,KB ULTHUF TAZKIYAH,KB,Kec. Gebang,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/92A66EF1-AFEF-44CB-91EC-3CC4C02CEAAD,"ABDUL HALIM, S.AP",wawan,-,45191,,45191,23,16 Jun 2016,,,,SUPRIHARTINI,AD5161
69877936,KB AT-TAQWA,KB,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DF0D2B89-9CF7-4448-B982-410F60D71905,ABDUL CHANAN MAHFUF,,-,45191,ops.paudattaqwa@gmail.com,45191,-,12 Feb 2012,,,2017-03-02,AL ANWAR,AD5162
69870398,TK FLAMBOYAN,TK,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F5EAB3B-42A3-464E-9C2F-A45DEEAF3957,Drs.. Wahid,AHMAD FAUZI WAHYUDDIN,-,45191,drswahid999@gmail.com,45191,001/YF/Keppend/I/2008,02 Jan 2008,,AHU-0016492.AH.01.04.Tahun 2015,2015-10-12,YAYASAN FLAMBOYAN SERANG KULON,AD5163
P9934403,PKBM FLAMBOYAN,PKBM,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E178C4C8-A5FF-44DB-BB0B-1DD01E30C414,Drs.. Wahid,AHMAD FAUZI WAHYUDDIN,-,45191,drswahid999@gmail.com,45191,001/YF/Keppend/I/2008,02 Jan 2008,,AHU-0016492.AH.01.04.Tahun 2015,2015-10-12,YAYASAN FLAMBOYAN SERANG KULON,AD5163
69870451,POS PAUD ABFANA KID S,KB,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5CED77A3-C1CD-487A-8A1A-60677540D541,Drs. TB Agus Hidayat,reza kusuma fahlevi,0,45191,tkabfana@yahoo.co.id,45191,421.1/I/Disdik/2008,02 Jan 2008,0,0,,SARIEF ABFANA,AD5165
69870455,KB ABFANA KID S,KB,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8A2C8B64-F645-4E6E-901D-8F00F9B8A0FE,Drs. TB Agus Hidayat,reza kusuma fahlevi,0,45191,tkabfana@yahoo.co.id,45191,421.1/I/Disdik/2008,02 Jan 2008,0,0,,SARIEF ABFANA,AD5165
69870612,TPA ABFANA KID S,TPA,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E54FB729-0D6D-437C-AF31-364601BCF94F,Drs. TB Agus Hidayat,reza kusuma fahlevi,0,45191,tkabfana@yahoo.co.id,45191,421.1/I/Disdik/2008,02 Jan 2008,0,0,,SARIEF ABFANA,AD5165
69877911,TK IT ABFANA,TK,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/310342B0-B63C-43A2-92BF-C37481EB6787,Drs. TB Agus Hidayat,reza kusuma fahlevi,0,45191,tkabfana@yahoo.co.id,45191,421.1/I/Disdik/2008,02 Jan 2008,0,0,,SARIEF ABFANA,AD5165
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,MAHMURI,,Belum Tersedia,45191,paudalwahdahkdm@gmail.com,45191,9,23 Feb 2015,,,2015-11-09,Yayasan Al-Wahdah,AD5166
69870461,KB MELATI,KB,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0D99190-99B1-4BA0-B4C6-604691E479EE,"UUN HINDUN, S.Pd.I",,-,45191,paudmelatigembongan@gmail.com,45191,421.10/585/Disdik/2010,17 Feb 2018,,,2018-02-17,PAUD KOBER MELATI,AD5167
69877937,KB AS SIDIQ,KB,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2BDA54BE-B168-4773-8DCB-2576743FDC48,MASTORI,,Belum Tersedia,41588,,41588,,28 Feb 2017,,,2017-02-28,WESI KUNING,AD5168
20253929,SMKS AL JILANI BABAKAN,SMK,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A2837BF7-4C80-4C2B-B1A4-E56B552333FD,"Hj. Sitti Laela Sopha Zaini, SH. SPN",SUBUR,0231663695,45191,aljilanibabakan@yahoo.co.id,45191,"11,-",20 Nov 2006,,,,Yayasan Pusat Pendidikan Luhur Al Jilani,AD5169
20253892,SMP IT AL FATHONAH BABAKAN,SMP,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C061A114-2CF5-E011-9C2C-1319A0BED230,"Prof DR Ir H Muhammad Salman, M.IT",Sugiono,-,45191,al_fathonah@yahoo.com,45191,C-356 HT.01.01 Tahun 2007,09 Feb 2007,03/NOT/1/2007,30/NOT/IX/2006,2006-09-28,AL-FATHONAH CIREBON,AD5170
20254353,TK KEPUDANG,TK,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BA962A3F-8CE8-44B5-B4C7-56948A0C9878,WISRI MUSTOFA,,Belum Tersedia,45191,tk.kepudang@yahoo.co.id,45191,421.1/3759.1/Disdik/2010,01 Jul 2010,0,0,2010-07-01,Ikatan Isteri Karyawan PG TB,AD5171
69976663,PAUD RAUDHOTUT THOLIBIN,KB,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A6E21A86-8AE7-4137-A06A-427013258A6D,H. ERTONIH,,Belum Tersedia,45191,roudhatuttholibin@gmail.com,45191,AHU-0028876.AH.01.04.Tahun 2015,02 Dec 2015,,,2015-12-02,RAUDHOTUT THOLIBIN,AD5172
70003224,SDIT HIDAYATULLAH,SD,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4CA154B7-40F5-4AA9-9B13-2FF091DF0796,Wawan Hermawan Sirad,MUHAR,(0231)-8842352,45191,sidthidayatullahcirebon@gmail.com,45191,03,16 Jan 2017,AHU-0001025.AH.01.04.Tahun 2017,AHU-0001025.AH.01.04.Tahun 2017,2017-01-16,Yayasan Cahaya Qian Santang,AO5346
70034149,TKIT CAHAYA QIAN SANTANG,TK,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4427409C-86A7-4944-9F61-D64AF79A34B0,Wawan Hermawan Sirad,MUHAR,(0231)-8842352,45191,sidthidayatullahcirebon@gmail.com,45191,03,16 Jan 2017,AHU-0001025.AH.01.04.Tahun 2017,AHU-0001025.AH.01.04.Tahun 2017,2017-01-16,Yayasan Cahaya Qian Santang,AO5346
20214804,SMKS ISDA BABAKAN,SMK,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2F1B6448-46C6-4348-93B4-4992FA9551C9,Tuti Nuriyanti,"FAKHRINA ELVIZA, S.Pd",(0231) 662572,45191,yapidagembongan@gmail.com,45191,01,01 Dec 2011,AHU-81.AH.01.04,AHU-81.AH.01.04,2020-10-27,YAYASAN PENDIDIKAN ISLAM DARUSSALAM GEMBONGAN,AW8145
20278794,MTSS ISLAMIYAH DARUSSALAM,MTs,Kec. Babakan,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F8183B28-131F-4F66-836D-688D6D9023AC,Tuti Nuriyanti,"FAKHRINA ELVIZA, S.Pd",(0231) 662572,45191,yapidagembongan@gmail.com,45191,01,01 Dec 2011,AHU-81.AH.01.04,AHU-81.AH.01.04,2020-10-27,YAYASAN PENDIDIKAN ISLAM DARUSSALAM GEMBONGAN,AW8145
69804043,KB DARUL IKROM,KB,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F9D923EF-1EB3-4773-8876-D4D9C391F13D,"Ela Nurlaela, A.Ma",,-,45172,windashofiah_mutz@yahoo.co.id,45172,70,19 Sep 2016,70,70,2016-09-19,DARUL IKROM,AA3606
69870530,KOBER BINA AULADI,KB,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/946AC911-70A9-48DD-AA33-1E6B35C975BA,"ARSIDI, S. Pd.I",,-,45172,,45172,,16 May 1994,,,2016-10-16,AL-UKHUWWAH,AA3607
20214869,SMP TERPADU AL MUTTAQIN,SMP,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10E5A114-2CF5-E011-9133-F100B9B7421C,Abdul Muid,muabid,0232615000,45172,almuttaqincrb@yahoo.co.id,45172,09766,12 Mar 2011,,,,Pondok Pesantren Al Muttaqien Cirebon,AA3609
69870534,KOBER TUNAS HARAPAN,KB,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EAD96329-D14D-42C9-B05E-3F7B013350D9,RUDI CAHYADI,,-,45172,solekhah1973@gmail.com,45172,54,15 Aug 2015,54,54,2015-08-15,TUNAS HARAPAN KONDANGSARI,AA3610
69870543,KOBER DARUSSALAM,KB,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A8A347E0-39D9-46FE-901F-FC8272A972AD,NY.OTIH HARYATI,,Belum Tersedia,45172,pauddarussalam10@yahoo.com,45172,173,12 Apr 2016,C-121.HT.03.01,,2016-09-18,PAUD DARUSSALAM,AA3611
69870542,KB AN-NUR,KB,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/62EBA6AC-6C69-4F1E-A6D5-6856AA158D2E,Yaya Surya Atmaja,,Belum Tersedia,45172,paudannur29@yahoo.com,45172,68,22 Aug 2016,68,68,2016-08-22,AN NUR,AA3612
69870547,KOBER AR-ROSYIDIN,KB,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/93C75AA2-1FCB-42DA-97BB-9D13659DA6CB,"YOYOH MISRIAH, S.Pd.SD",,Belum Tersedia,45172,abe.anhari@gmail.com,45172,69,22 Aug 2016,69,69,2016-08-22,AR-ROSYIDIN,AA3613
20244689,SMKS NUSANTARA BEBER CIREBON,SMK,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0E2142B-BE20-4C1D-8D85-4215BB7524AE,PIPIT SETIASIH,Monik Indriyani,Belum Tersedia,45172,,45172,AHU-00351.50.10.2014,17 Apr 2015,,,2015-04-17,YAYASAN ADDIEFSA ALMUKHSIN,AA3614
69870531,KOBER NURFIQSTIYAH,KB,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/51FF0760-31CF-4007-94E6-9085CF4D7663,TITI NURHAYATI,,Belum Tersedia,45172,,45172,,15 Feb 2006,,,2006-02-15,KOBER MERPATI,AA3615
69870532,KOBER MERPATI,KB,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E99E945F-90CC-4A88-958A-8E08C8074889,TITI NURHAYATI,,Belum Tersedia,45172,,45172,,15 Feb 2006,,,2006-02-15,KOBER MERPATI,AA3615
69870544,KOBER AT TARBIYAH,KB,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F31743AE-B31A-4BED-A291-0A470CCDEC7C,TITI NURHAYATI,,Belum Tersedia,45172,,45172,,15 Feb 2006,,,2006-02-15,KOBER MERPATI,AA3615
69908991,KB AL BANIN,KB,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B149B5BC-5D0A-4866-A434-26CE843485C7,NENA SURIDAH,,Belum Tersedia,45172,paudalbanin@gmail.com,45172,02,08 Feb 2016,,,2016-02-08,PAUD AL-BANIN,AA3616
69870546,PAUD NURUL FALAAH,KB,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A156B199-D3C8-4790-B801-95681D9C31D1,Eroh Maesaroh,,-,45172,juryati16@yahoo.com,45172,69,19 Sep 2016,180,180,2016-04-13,NURUL FALAAH,AA3617
69896862,SMP Al-Islam Boarding School,SMP,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/85203258-4DA6-4256-8EAC-DFB861D2A1C0,K.H. Edi S. Abdul Aziz,Aulia ul Haq,02313796685,45172,info@ponpesalislam.or.id,45172,36,19 Apr 2014,,,2014-04-19,Yayasan Alam Islam Indonesia Kondangsari,AA3618
69896978,SMA Al Islam Islamic Boarding School,SMA,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6A84BB8-A84A-4285-BD31-0442EE0E2520,K.H. Edi S. Abdul Aziz,Aulia ul Haq,02313796685,45172,info@ponpesalislam.or.id,45172,36,19 Apr 2014,,,2014-04-19,Yayasan Alam Islam Indonesia Kondangsari,AA3618
69907585,PAUD Merpati Putih,KB,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36A06C13-2303-4C5D-9373-97B4CC3ACB1F,"SOLEMAN, S.Pd.I",Leni Ermawati,-,45172,pkbmmerpatiputih@gmail.com,45172,64,21 May 2007,64,64,2007-05-21,PKBM MERPATI PUTIH AMANAH,AA3620
P2961996,PKBM MERPATI PUTIH,PKBM,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5F57EECA-FFFA-4899-91BF-17B0E8E2F9F1,"SOLEMAN, S.Pd.I",Leni Ermawati,-,45172,pkbmmerpatiputih@gmail.com,45172,64,21 May 2007,64,64,2007-05-21,PKBM MERPATI PUTIH AMANAH,AA3620
69877956,KB NURVIARYST,KB,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6CF634F5-EE8E-40A2-AA4A-C34C6C139F7B,ENDANG SUJANA,NOERYATI,-,45172,yayasanahmadrayyanalghifary@gmail.com,45172,40,24 Jan 2022,AHU-0002131.AH.01.04.Tahun2022,AHU-0002131.AH.01.04.Tahun2022,2022-01-25,YAYASAN AHMAD RAYYAN AL-GHIFARY,AX4759
20254397,TK NUSA INDAH,TK,Kec. Beber,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/82C3B9D0-7EF9-4DB2-A541-563CE0327A05,Moh. Maskun Azis Asmawi ,Euis Farina Endah,-,45172,yayasannusaindahciawigajah@gmail.com,45172,43,23 Dec 2021,AHU-AH.01.06-0031591,AHU-AH.01.06-0031591,2021-12-30,Yayasan Nusa Indah Ciawigajah ,AX7062
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,Rohayati,Nasyifa Fauziah,-,45172,yayasan.beringinbakti@gmail.com,45172,36,21 Dec 2021,AH.01.06.0031393,AH.01.06.0031393,2021-12-28,Yayasan Beringin Bakti Sindangkasih,AX7102
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,AHMAD IBNU UBAEDILAH,,-,45172,tkittarbiyatulathfal7@gmail.com,45172,01,01 Sep 2014,AHU-05715.50.10.2014,AHU-05715.50.10.2014,2014-09-10,YAYASAN AL AHMAD MAUNATUL MARDHIYAH,AX8912
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,"M. RIZA ZULIKHSAN THAHIR, SE",,0217307941,15151,,15151,36,16 Aug 2006,421/35 Din P & K,,2015-04-02,AT-THAHIRIN,AA3554
20244682,SMKS AL JABBAR CILEDUG CIREBON,SMK,Kec. Pabuaran,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80C45E16-2C2D-4B38-A6F2-631766AB24E8,"Retno Widodo, SE.MM",NANA SUTISNA,0231661827,45188,,45188,AHU-154-AH-01-04,07 May 2009,,,,Yayasan Al Jabbar Ciledug,AA3556
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,,"Hasanudin. A.Ghani, SE.",IMRON GHONI,0217332314,,tkmismpsma@gmail.com,,892/I02/Kep/E-88,20 Jan 1988,,,,Yayasan Pusat Perguruan Fatahillah,AA3557
20215032,SLB ABCD BINA MANDIRI,SLB,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10CBE215-2CF5-E011-9684-F923517E9421,"Ulfah Amini,S.Pd.,MM.Pd",Tita Rosliawati,0231662682,45188,slb_bina.mandiri@yahoo.co.id,45188,012 / YPLB - BM / 2003,27 Mar 2003,W8.DU.HT01.01.P45/ys/01/pn-sbr,No.C-99H.T.03.01-Th.2001,,YPLB BINA MANDIRI CILEDUG,AA3558
20254332,TK AL IRSYAD AL ISLAMIYAH,TK,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/34EC5921-A2E4-43F6-97BC-486E50DB9F47,BURHANUDIN,Syamsul Syam,-,45188,-,45188,-,29 Feb 2016,-,-,2016-02-29,AL-IRSYAD,AA3559
69972490,SDIT AL-IRSYAD AL-ISLAMIYYAH,SD,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/66DC7335-8B22-469A-B3F8-30E7748DFDE4,BURHANUDIN,Syamsul Syam,-,45188,-,45188,-,29 Feb 2016,-,-,2016-02-29,AL-IRSYAD,AA3559
20214805,SMKS DWI BHAKTI CILEDUG CIREBON,SMK,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7EA8F90A-44EA-4778-A8C9-1A7727C48072,H. Tosin,"AHMAD ZUBAEDI, A.Md",(0231)661871,45188,smkdb_ciledug28@yahoo.com,45188,02.00/445/BAP-SM/X/2009,24 Feb 2015,AHU-6988.AH.01.04.Tahun2012,02.00/445/BAP-SM/X/2009,2015-02-24,PANEMBAHAN WIRASUTA,AA3561
20214759,SMP NU CILEDUG,SMP,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0ECA014-2CF5-E011-ACC5-F1D1D7A4F9E4,dr. H. Basuki Yusuf ,"MUAMMAR, S.Pd",02318665124,45188,lpmaarif.ciledugcrb@gmail.com,45188,23,13 Mar 1992,273/102.7/R92,23,2014-11-20,LP MA'ARIF NU KEC. CILEDUG,AA3562
20215021,SMAS NU CILEDUG,SMA,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B53BBBAC-5E56-404F-94CF-CC02FFCA6363,dr. H. Basuki Yusuf ,"MUAMMAR, S.Pd",02318665124,45188,lpmaarif.ciledugcrb@gmail.com,45188,23,13 Mar 1992,273/102.7/R92,23,2014-11-20,LP MA'ARIF NU KEC. CILEDUG,AA3562
20254328,TK BHINEKA TUNGGAL IKA,TK,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D01020F5-E906-485F-A284-61652BF02FD2,Oom Romlah,,Belum Tersedia,45188,tkbhineka_ciledug@yahoo.com,45188,0663,01 Sep 1977,,23,2016-02-04,BHINNEKA,AA3565
69870431,PAUD SYARIF HIDAYATULLAH,KB,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D2A8650D-2E21-4973-B35F-935856A556D7,Drs. H. Widodo Supriyadi,,-,45188,dodiwidodo82@gmail.com,45188,13,08 Apr 2016,,,,ISLAM QOLBUN SALIM CILEDUGLOR,AA3566
69961628,PAUD AINURROHMAH,KB,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CA8D6E8D-05E0-468B-ADBC-512A565EACDC,DARSONO,Nining Nurnaningsih,-,45188,decynurfatmawati@gmail.com,45188,,13 Oct 2017,,,2017-10-13,YAYASAN PENDIDIKAN AL ISLAMIYAH NUR ALIM,AA3567
60726911,MIS AL IZZAH,MI,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B605AE5-D55B-4C37-97B3-6F0252E1E056,Mulyadi S. Ag,Nanda Ikrimah Margaret,-,45188,sitikhadijahh92739@gmail.com,45188,21,21 Dec 2015,AHU-0033100. AH. 01.04. Tahun 2015,AHU-0033100. AH. 01.04. Tahun 2015,2015-12-23,YAYASAN AL-IZZAH,AX6853
69736562,RA AL IZZAH,RA,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1FD2EACA-C5CE-4079-BBCE-3E2A825CC112,Mulyadi S. Ag,Nanda Ikrimah Margaret,-,45188,sitikhadijahh92739@gmail.com,45188,21,21 Dec 2015,AHU-0033100. AH. 01.04. Tahun 2015,AHU-0033100. AH. 01.04. Tahun 2015,2015-12-23,YAYASAN AL-IZZAH,AX6853
69804057,PAUD IZZATUL ISLAM,KB,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EACE03C8-74CD-4E32-BE86-6D676859B197,Mulyadi S. Ag,Nanda Ikrimah Margaret,-,45188,sitikhadijahh92739@gmail.com,45188,21,21 Dec 2015,AHU-0033100. AH. 01.04. Tahun 2015,AHU-0033100. AH. 01.04. Tahun 2015,2015-12-23,YAYASAN AL-IZZAH,AX6853
69973129,PAUD IZZATULLAH,KB,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FD488B6E-C3AB-4A8A-80F5-83C8D62CB446,Mulyadi S. Ag,Nanda Ikrimah Margaret,-,45188,sitikhadijahh92739@gmail.com,45188,21,21 Dec 2015,AHU-0033100. AH. 01.04. Tahun 2015,AHU-0033100. AH. 01.04. Tahun 2015,2015-12-23,YAYASAN AL-IZZAH,AX6853
69993920,RA IZZATULLAH,RA,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0C43017E-CC47-4E44-9CEA-8635A3318F7E,Mulyadi S. Ag,Nanda Ikrimah Margaret,-,45188,sitikhadijahh92739@gmail.com,45188,21,21 Dec 2015,AHU-0033100. AH. 01.04. Tahun 2015,AHU-0033100. AH. 01.04. Tahun 2015,2015-12-23,YAYASAN AL-IZZAH,AX6853
70001517,KB AL-FASIH,KB,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3CC58793-4B39-458C-A109-0F74ABFE7C61,Mulyadi S. Ag,Nanda Ikrimah Margaret,-,45188,sitikhadijahh92739@gmail.com,45188,21,21 Dec 2015,AHU-0033100. AH. 01.04. Tahun 2015,AHU-0033100. AH. 01.04. Tahun 2015,2015-12-23,YAYASAN AL-IZZAH,AX6853
K5652490,LKP Al-Izzah,Kursus,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0ABF3C25-E556-4D7D-A434-7F93538A0A1D,Mulyadi S. Ag,Nanda Ikrimah Margaret,-,45188,sitikhadijahh92739@gmail.com,45188,21,21 Dec 2015,AHU-0033100. AH. 01.04. Tahun 2015,AHU-0033100. AH. 01.04. Tahun 2015,2015-12-23,YAYASAN AL-IZZAH,AX6853
P9952596,PKBM IZZATUL ISLAM,PKBM,Kec. Ciledug,Kab. Cirebon,Prov. Jawa Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F5CF6047-6696-499A-948E-EFDCE51EA5EC,Mulyadi S. Ag,Nanda Ikrimah Margaret,-,45188,sitikhadijahh92739@gmail.com,45188,21,21 Dec 2015,AHU-0033100. AH. 01.04. Tahun 2015,AHU-0033100. AH. 01.04. Tahun 2015,2015-12-23,YAYASAN AL-IZZAH,AX6853
